,categories,city,country,name,phone,rating,review_count,state,street,url,yelp_alias,zip_code
4497,General Dentistry | Oral Surgeons | Cosmetic Dentists,San Jose,US,"Leonard Smith, DDS",(408) 224-1133,5.0,8,CA,827 Blossom Hill Rd - Ste E1,https://www.yelp.com/biz/leonard-smith-dds-san-jose,leonard-smith-dds-san-jose,95123
4498,General Dentistry,San Jose,US,"Shui Philip, DDS",(408) 272-7202,5.0,7,CA,750 N Capitol Ave - Ste C5,https://www.yelp.com/biz/shui-philip-dds-san-jose,shui-philip-dds-san-jose,95133
4499,General Dentistry,San Jose,US,"Camtu T Nguyen, DDS",(408) 971-3600,3.5,20,CA,967 McLaughlin Ave,https://www.yelp.com/biz/camtu-t-nguyen-dds-san-jose,camtu-t-nguyen-dds-san-jose,95122
4500,General Dentistry,San Jose,US,Quynh Nguyen DDS,(408) 272-2888,4.5,9,CA,2395 Montpelier Dr - Ste 1,https://www.yelp.com/biz/quynh-nguyen-dds-san-jose,quynh-nguyen-dds-san-jose,95116
4501,Orthodontists,San Jose,US,"Lisa M Kai DDS, MS - Kai Orthodontics",(408) 258-7141,5.0,6,CA,250 Montclair Ave - Ste A,https://www.yelp.com/biz/lisa-m-kai-dds-ms-kai-orthodontics-san-jose,lisa-m-kai-dds-ms-kai-orthodontics-san-jose,95116
4502,Oral Surgeons | Cosmetic Dentists | Medical Spas,San Jose,US,San Jose Oral Surgery & Implantology,(408) 770-9496,3.5,23,CA,125 North Jackson Ave - Ste 202,https://www.yelp.com/biz/san-jose-oral-surgery-and-implantology-san-jose,san-jose-oral-surgery-and-implantology-san-jose,95116
4503,Pediatric Dentists | Orthodontists | Cosmetic Dentists,San Jose,US,"Ralph S. Zotovich, DDS",(408) 259-1130,3.0,33,CA,150 N Jackson Ave - Ste 110,https://www.yelp.com/biz/ralph-s-zotovich-dds-san-jose,ralph-s-zotovich-dds-san-jose,95116
4504,General Dentistry,San Jose,US,Aurora Dental,(408) 272-8145,4.0,10,CA,2351-B Mckee Rd,https://www.yelp.com/biz/aurora-dental-san-jose,aurora-dental-san-jose,95116
4505,General Dentistry,San Jose,US,Unident,(408) 298-6420,3.0,37,CA,2390 Senter Rd,https://www.yelp.com/biz/unident-san-jose,unident-san-jose,95112
4506,Dentists,San Jose,US,Capitol Dental Group,(408) 583-4888,5.0,6,CA,3124 Senter Rd,https://www.yelp.com/biz/capitol-dental-group-san-jose,capitol-dental-group-san-jose,95111
4507,General Dentistry,San Jose,US,Green Valley Dental Group,(408) 274-4426,5.0,5,CA,2593 S King Rd - Ste 1,https://www.yelp.com/biz/green-valley-dental-group-san-jose,green-valley-dental-group-san-jose,95122
4508,Orthodontists,San Jose,US,"Thien Duy Bui, DDS, MSD",(408) 729-5596,3.5,25,CA,1155 N Capitol Ave - Ste 140,https://www.yelp.com/biz/thien-duy-bui-dds-msd-san-jose,thien-duy-bui-dds-msd-san-jose,95132
4509,Oral Surgeons,San Jose,US,"Lim Liyoong, DDS MD",(408) 272-2322,4.0,17,CA,2118 McKee Rd,https://www.yelp.com/biz/lim-liyoong-dds-md-san-jose,lim-liyoong-dds-md-san-jose,95116
4510,General Dentistry,San Jose,US,"Aviva Mapgaonkar, DMD - Viva Dental Care",(408) 937-9555,5.0,6,CA,379 N Capitol Ave,https://www.yelp.com/biz/aviva-mapgaonkar-dmd-viva-dental-care-san-jose,aviva-mapgaonkar-dmd-viva-dental-care-san-jose,95133
4511,General Dentistry | Cosmetic Dentists,San Jose,US,Elite Dental,(408) 564-5581,4.0,13,CA,670 E Santa Clara St,https://www.yelp.com/biz/elite-dental-san-jose,elite-dental-san-jose,95112
4512,General Dentistry | Cosmetic Dentists,San Jose,US,"Martha E Barragan, DDS",(408) 288-5490,3.5,19,CA,634 N 13th St,https://www.yelp.com/biz/martha-e-barragan-dds-san-jose,martha-e-barragan-dds-san-jose,95112
4513,General Dentistry,San Jose,US,Le MAI Anh DDS,(408) 224-2222,4.5,9,CA,60 Senter Rd,https://www.yelp.com/biz/le-mai-anh-dds-san-jose,le-mai-anh-dds-san-jose,95111
4514,Oral Surgeons,San Jose,US,"Ned Leonard Nix, DDS",(408) 225-5000,4.0,13,CA,704 Blosson Hill Rd - Ste 102,https://www.yelp.com/biz/ned-leonard-nix-dds-san-jose,ned-leonard-nix-dds-san-jose,95123
4515,Periodontists,San Jose,US,Gifford Timothy W DDS,(408) 578-6400,4.5,10,CA,5595 Winfield Blvd - Ste 208,https://www.yelp.com/biz/gifford-timothy-w-dds-san-jose,gifford-timothy-w-dds-san-jose,95123
4516,Cosmetic Dentists | General Dentistry,San Jose,US,Terry Kinaga DDS & Associates,(408) 437-8999,3.5,15,CA,1701 Lundy Ave - Ste 150,https://www.yelp.com/biz/terry-kinaga-dds-and-associates-san-jose-4,terry-kinaga-dds-and-associates-san-jose-4,95131
4517,General Dentistry,San Jose,US,Oakridge Dental,(408) 360-0270,3.0,35,CA,5450 Thornwood Dr - Ste B,https://www.yelp.com/biz/oakridge-dental-san-jose,oakridge-dental-san-jose,95123
4518,Pediatric Dentists,San Jose,US,"Robert Fisher, DDS",(408) 258-5244,4.0,13,CA,"Specialists In Dentistry For Children - 750 N Capitol Ave,Ste C2",https://www.yelp.com/biz/robert-fisher-dds-san-jose,robert-fisher-dds-san-jose,95133
4519,General Dentistry | Orthodontists | Cosmetic Dentists,San Jose,US,Western Dental & Orthodontics,(408) 216-2095,2.0,141,CA,1110 S King Rd,https://www.yelp.com/biz/western-dental-and-orthodontics-san-jose-2,western-dental-and-orthodontics-san-jose-2,95122
4520,General Dentistry,San Jose,US,"Annie Nguyen, DDS",(650) 597-0026,5.0,4,CA,2110 Story Rd - Ste 150,https://www.yelp.com/biz/annie-nguyen-dds-san-jose-3,annie-nguyen-dds-san-jose-3,95122
4521,General Dentistry,San Jose,US,"Harold Baumstein, DDS",(408) 293-2337,4.0,19,CA,25 N 14th St - Ste 820,https://www.yelp.com/biz/harold-baumstein-dds-san-jose,harold-baumstein-dds-san-jose,95112
4522,Cosmetic Dentists | General Dentistry | Orthodontists,San Jose,US,Mai Dental Specialists,(408) 238-5050,5.0,4,CA,2593 South King Rd - Ste 3,https://www.yelp.com/biz/mai-dental-specialists-san-jose-4,mai-dental-specialists-san-jose-4,95122
4523,General Dentistry | Oral Surgeons | Periodontists,San Jose,US,Accu Dental & Orthodontics,(408) 998-1088,3.0,31,CA,730 Story Rd - Ste 5,https://www.yelp.com/biz/accu-dental-and-orthodontics-san-jose-2,accu-dental-and-orthodontics-san-jose-2,95122
4524,General Dentistry,San Jose,US,Denture Lab,(408) 693-8281,4.5,8,CA,1544 B St,https://www.yelp.com/biz/denture-lab-san-jose-2,denture-lab-san-jose-2,95117
4525,General Dentistry,San Jose,US,Tm North Valley Dental Ca,(408) 254-4567,4.0,11,CA,2470 Berryessa Rd - Ste I,https://www.yelp.com/biz/tm-north-valley-dental-ca-san-jose,tm-north-valley-dental-ca-san-jose,95133
4526,General Dentistry,San Jose,US,"William Hsu , DDS",(408) 226-1300,5.0,5,CA,704 Blossom Hill Rd - Ste 103,https://www.yelp.com/biz/william-hsu-dds-san-jose,william-hsu-dds-san-jose,95123
4527,General Dentistry,San Jose,US,Svetlana Naret DDS,(408) 225-7813,3.5,14,CA,5710 Cahalan Ave - 8-J,https://www.yelp.com/biz/svetlana-naret-dds-san-jose,svetlana-naret-dds-san-jose,95123
4528,General Dentistry | Cosmetic Dentists | Prosthodontists,San Jose,US,Bay Area Dental Specialists,(408) 809-7760,5.0,4,CA,841 Blossom Hill Rd - Ste 202,https://www.yelp.com/biz/bay-area-dental-specialists-san-jose,bay-area-dental-specialists-san-jose,95123
4529,Oral Surgeons | Orthodontists | General Dentistry,San Jose,US,"Jonathan H Kim, DDS",(408) 259-2900,2.0,86,CA,1725 Berryessa Rd - Ste B,https://www.yelp.com/biz/jonathan-h-kim-dds-san-jose-4,jonathan-h-kim-dds-san-jose-4,95133
4530,Cosmetic Dentists | General Dentistry | Endodontists,San Jose,US,Kim Dental Center,(408) 280-6666,5.0,4,CA,2114 Senter Rd - Ste 7,https://www.yelp.com/biz/kim-dental-center-san-jose,kim-dental-center-san-jose,95112
4531,General Dentistry,San Jose,US,Royal Dental,(408) 264-1471,3.5,16,CA,2390 Almaden Rd,https://www.yelp.com/biz/royal-dental-san-jose,royal-dental-san-jose,95125
4532,General Dentistry,San Jose,US,"Brignon, Luzana M, DDS",(408) 251-0610,5.0,4,CA,4600 Alum Rock Ave - Ste 8,https://www.yelp.com/biz/brignon-luzana-m-dds-san-jose-2,brignon-luzana-m-dds-san-jose-2,95127
4533,General Dentistry | Cosmetic Dentists | Orthodontists,San Jose,US,Bright Now! Dental,(408) 572-8411,2.5,35,CA,171 Curtner Ave - Ste 80,https://www.yelp.com/biz/bright-now-dental-san-jose-3,bright-now-dental-san-jose-3,95125
4534,General Dentistry,San Jose,US,"Dunn John T, DDS",(408) 923-5310,4.5,7,CA,750 N Capitol Ave,https://www.yelp.com/biz/dunn-john-t-dds-san-jose,dunn-john-t-dds-san-jose,95133
4535,Cosmetic Dentists | General Dentistry | Orthodontists,San Jose,US,Coyote Creek Dental,(408) 294-9494,3.5,10,CA,88 Tully Rd - Ste 102,https://www.yelp.com/biz/coyote-creek-dental-san-jose,coyote-creek-dental-san-jose,95111
4536,General Dentistry,San Jose,US,"William J Fat, DDS",(408) 926-4422,3.5,14,CA,2664 Berryessa Rd,https://www.yelp.com/biz/william-j-fat-dds-san-jose,william-j-fat-dds-san-jose,95132
4537,General Dentistry,San Jose,US,"Ho Diem Anh, DDS",(408) 937-6000,4.0,9,CA,1206 N Capitol Ave,https://www.yelp.com/biz/ho-diem-anh-dds-san-jose,ho-diem-anh-dds-san-jose,95132
4538,Orthodontists | Cosmetic Dentists | General Dentistry,San Jose,US,"Linda Huynh, DDS, MS",(408) 269-0337,5.0,4,CA,5595 Winfield Blvd - Ste 206 - Blossom Valley Smiles Dental Group,https://www.yelp.com/biz/linda-huynh-dds-ms-san-jose-9,linda-huynh-dds-ms-san-jose-9,95123
4539,Cosmetic Dentists | General Dentistry,San Jose,US,"Matthew W. Hatzke, DDS",(408) 224-1333,5.0,4,CA,5595 Winfield Blvd - Ste 210 - Silicon Valley Dental Care,https://www.yelp.com/biz/matthew-w-hatzke-dds-san-jose,matthew-w-hatzke-dds-san-jose,95123
4540,Dentists,San Jose,US,"Kalindi Patwa, DMD",(408) 258-1323,5.0,4,CA,2664 Berryessa Rd - Ste 107,https://www.yelp.com/biz/kalindi-patwa-dmd-san-jose-2,kalindi-patwa-dmd-san-jose-2,95132
4541,Pediatric Dentists | Oral Surgeons,San Jose,US,San Jose Dental Surgery Center,(408) 240-9000,3.0,24,CA,1998 Alum Rock Ave,https://www.yelp.com/biz/san-jose-dental-surgery-center-san-jose,san-jose-dental-surgery-center-san-jose,95116
4542,General Dentistry,San Jose,US,"Tran Tiphanie T A, DDS",(408) 251-6217,3.0,20,CA,2664 Berryessa Rd,https://www.yelp.com/biz/tran-tiphanie-t-a-dds-san-jose,tran-tiphanie-t-a-dds-san-jose,95132
4543,General Dentistry | Cosmetic Dentists,San Jose,US,Lee Dental Office,(408) 978-8888,3.5,9,CA,1095 Branham Ln - Ste 101,https://www.yelp.com/biz/lee-dental-office-san-jose,lee-dental-office-san-jose,95136
4544,General Dentistry,San Jose,US,Lexann Dentals,(408) 270-4211,2.5,43,CA,1569 Lexann Ave - Ste 108,https://www.yelp.com/biz/lexann-dentals-san-jose,lexann-dentals-san-jose,95121
4545,Oral Surgeons,San Jose,US,Nguyen Quynh Chi DDS,(408) 251-6559,3.5,10,CA,2664 Berryessa Rd - Ste 103,https://www.yelp.com/biz/nguyen-quynh-chi-dds-san-jose,nguyen-quynh-chi-dds-san-jose,95132
4546,Endodontists | General Dentistry,San Jose,US,Gurpreet Narula Dental Corporation,(408) 929-3636,3.0,19,CA,150 N Jackson Ave,https://www.yelp.com/biz/gurpreet-narula-dental-corporation-san-jose,gurpreet-narula-dental-corporation-san-jose,95116
4547,General Dentistry,San Jose,US,ProTech Dental Care,(408) 258-8903,3.0,15,CA,2664 Berryessa Rd - Ste 210,https://www.yelp.com/biz/protech-dental-care-san-jose-2,protech-dental-care-san-jose-2,95132
4548,Cosmetic Dentists | Pediatric Dentists | General Dentistry,San Jose,US,"Palka Narang, DDS",(408) 926-5100,5.0,3,CA,2344 Mckee Rd - Ste 35,https://www.yelp.com/biz/palka-narang-dds-san-jose,palka-narang-dds-san-jose,95116
4549,Endodontists | Periodontists,San Jose,US,Sandy Dental,(408) 272-3999,2.5,29,CA,1672 McKee Rd,https://www.yelp.com/biz/sandy-dental-san-jose,sandy-dental-san-jose,95116
4550,General Dentistry,San Jose,US,3 Star Dental Center,(408) 259-5660,3.5,9,CA,2139 Tully Rd,https://www.yelp.com/biz/3-star-dental-center-san-jose,3-star-dental-center-san-jose,95122
4551,Pediatric Dentists | Cosmetic Dentists,San Jose,US,"Philip Wolkstein, DMD",(408) 578-6550,3.0,31,CA,841 Blossom Hill Rd - Ste 210,https://www.yelp.com/biz/philip-wolkstein-dmd-san-jose-2,philip-wolkstein-dmd-san-jose-2,95123
4552,Oral Surgeons | General Dentistry | Cosmetic Dentists,San Jose,US,Alum Rock Dental,(408) 929-2999,4.5,5,CA,1865 Alum Rock Ave - Ste C,https://www.yelp.com/biz/alum-rock-dental-san-jose,alum-rock-dental-san-jose,95116
4553,General Dentistry | Cosmetic Dentists,San Jose,US,Sun Dental,(408) 622-5677,2.5,20,CA,2569 S King Rd - Ste C6,https://www.yelp.com/biz/sun-dental-san-jose-2,sun-dental-san-jose-2,95122
4554,Orthodontists | Cosmetic Dentists | General Dentistry,San Jose,US,Surfside Dental,(408) 224-6222,4.0,5,CA,2893 Senter Rd - Ste a,https://www.yelp.com/biz/surfside-dental-san-jose,surfside-dental-san-jose,95111
4555,General Dentistry | Endodontists | Cosmetic Dentists,San Jose,US,"Son A Tran, DDS",(408) 490-4178,4.0,6,CA,88 Tully Rd - Ste 104,https://www.yelp.com/biz/son-a-tran-dds-san-jose,son-a-tran-dds-san-jose,95111
4556,General Dentistry,San Jose,US,The Dental Place,(408) 238-7900,3.5,11,CA,3005 Silver Creek Rd - Ste 146,https://www.yelp.com/biz/the-dental-place-san-jose,the-dental-place-san-jose,95121
4557,Dentists,San Jose,US,Dentures Plus,(408) 259-1200,5.0,3,CA,1697 Havana Dr,https://www.yelp.com/biz/dentures-plus-san-jose,dentures-plus-san-jose,95122
4558,General Dentistry,San Jose,US,Premier Dental Practice,(408) 972-2911,5.0,3,CA,1057 E Capitol Expy,https://www.yelp.com/biz/premier-dental-practice-san-jose,premier-dental-practice-san-jose,95121
4559,General Dentistry | Orthodontists | Cosmetic Dentists,San Jose,US,Smile World Dental & Orthodontics,(408) 929-9797,4.0,7,CA,2811 Story Rd,https://www.yelp.com/biz/smile-world-dental-and-orthodontics-san-jose-2,smile-world-dental-and-orthodontics-san-jose-2,95127
4560,Cosmetic Dentists | General Dentistry | Orthodontists,San Jose,US,"Bryan Bui, D.M.D-Koolsmiles Dental Care",(408) 493-6947,5.0,3,CA,2395 Montpelier Dr - Ste 2,https://www.yelp.com/biz/bryan-bui-d-m-d-koolsmiles-dental-care-san-jose,bryan-bui-d-m-d-koolsmiles-dental-care-san-jose,95116
4561,General Dentistry,San Jose,US,Tottori Dental Care,(408) 923-5297,5.0,3,CA,2180 Story Rd,https://www.yelp.com/biz/tottori-dental-care-san-jose,tottori-dental-care-san-jose,95122
4562,General Dentistry,San Jose,US,Trinew Dental Care,(408) 532-0545,4.0,8,CA,2479 Alvin Ave,https://www.yelp.com/biz/trinew-dental-care-san-jose,trinew-dental-care-san-jose,95121
4563,General Dentistry | Cosmetic Dentists | Pediatric Dentists,San Jose,US,"Nirmala Balachandra, DDS",(408) 684-4122,4.0,5,CA,1569 Lexann Ave - Ste 214,https://www.yelp.com/biz/nirmala-balachandra-dds-san-jose-3,nirmala-balachandra-dds-san-jose-3,95121
4564,Pediatric Dentists | Cosmetic Dentists | Endodontists,San Jose,US,Refresh Dental Group,(408) 272-1999,3.5,7,CA,266 N Jackson - Ste 1,https://www.yelp.com/biz/refresh-dental-group-san-jose,refresh-dental-group-san-jose,95116
4565,General Dentistry,San Jose,US,Pearls Dental,(408) 266-2709,5.0,3,CA,4466 Pearl Ave,https://www.yelp.com/biz/pearls-dental-san-jose,pearls-dental-san-jose,95136
4566,General Dentistry,San Jose,US,"James B. Higgins, DDS",(408) 258-0830,5.0,4,CA,4600 Alum Rock Ave - Ste 1,https://www.yelp.com/biz/james-b-higgins-dds-san-jose-3,james-b-higgins-dds-san-jose-3,95127
4567,General Dentistry,San Jose,US,"Erica A Del Rosario, DDS",(408) 923-0982,4.0,5,CA,3468 Mckee Rd,https://www.yelp.com/biz/erica-a-del-rosario-dds-san-jose,erica-a-del-rosario-dds-san-jose,95127
4568,General Dentistry,San Jose,US,Universal Dental,(408) 923-3073,4.5,5,CA,175 S Capitol Ave - Ste E,https://www.yelp.com/biz/universal-dental-san-jose,universal-dental-san-jose,95127
4569,General Dentistry,San Jose,US,McKee Dental Care,(408) 678-0102,3.5,9,CA,1608 McKee Rd,https://www.yelp.com/biz/mckee-dental-care-san-jose-2,mckee-dental-care-san-jose-2,95116
4570,General Dentistry,San Jose,US,Vista Park Dental Care,(408) 972-2835,3.5,11,CA,414 W Capitol Expy - Ste B,https://www.yelp.com/biz/vista-park-dental-care-san-jose,vista-park-dental-care-san-jose,95136
4571,General Dentistry,San Jose,US,Branham Dental Care,(408) 229-6199,5.0,3,CA,171 Branham Ln - Ste 9,https://www.yelp.com/biz/branham-dental-care-san-jose,branham-dental-care-san-jose,95136
4572,General Dentistry,San Jose,US,"Huy Mai, DDS",(408) 929-1661,3.0,13,CA,1661 Tully Rd,https://www.yelp.com/biz/huy-mai-dds-san-jose,huy-mai-dds-san-jose,95122
4573,General Dentistry,San Jose,US,Cherry Family Dental,(408) 265-9640,4.0,5,CA,4984 Cherry Ave,https://www.yelp.com/biz/cherry-family-dental-san-jose,cherry-family-dental-san-jose,95118
4574,Cosmetic Dentists | Prosthodontists,San Jose,US,"Patrick Walker, DDS",(408) 578-0240,4.0,8,CA,827 Blossom Hill Rd - Ste W8,https://www.yelp.com/biz/patrick-walker-dds-san-jose-2,patrick-walker-dds-san-jose-2,95123
4575,General Dentistry,San Jose,US,Gabucan Family Dentistry,(408) 272-8855,4.5,3,CA,2340 Mckee Rd - Ste 22,https://www.yelp.com/biz/gabucan-family-dentistry-san-jose-3,gabucan-family-dentistry-san-jose-3,95116
4576,General Dentistry | Cosmetic Dentists | Endodontists,San Jose,US,TOP Dental,(408) 362-9782,3.0,8,CA,3151 Senter Rd - Ste 200,https://www.yelp.com/biz/top-dental-san-jose-3,top-dental-san-jose-3,95111
4577,General Dentistry | Orthodontists | Cosmetic Dentists,San Jose,US,Dental Concepts Eastridge,(408) 238-6684,2.5,28,CA,2200 Eastridge Lp - Ste 1060,https://www.yelp.com/biz/dental-concepts-eastridge-san-jose-2,dental-concepts-eastridge-san-jose-2,95122
4578,General Dentistry | Oral Surgeons | Cosmetic Dentists,San Jose,US,Aarisha Dental,(408) 929-8811,4.0,5,CA,3465 McKee Rd,https://www.yelp.com/biz/aarisha-dental-san-jose,aarisha-dental-san-jose,95127
4579,Orthodontists | Oral Surgeons,San Jose,US,Marina Dental Center,(408) 363-6959,4.0,4,CA,4112 Monterey Hwy - Ste D,https://www.yelp.com/biz/marina-dental-center-san-jose,marina-dental-center-san-jose,95111
4580,General Dentistry | Orthodontists | Cosmetic Dentists,San Jose,US,Hi-tech Dental Care,(408) 363-1787,1.5,77,CA,3161 Senter Rd,https://www.yelp.com/biz/hi-tech-dental-care-san-jose,hi-tech-dental-care-san-jose,95111
4581,General Dentistry | Cosmetic Dentists,San Jose,US,Lee Dental Group,(408) 929-9999,2.5,23,CA,1628 Hostetter Rd - Ste J,https://www.yelp.com/biz/lee-dental-group-san-jose-4,lee-dental-group-san-jose-4,95131
4582,General Dentistry,San Jose,US,"Villaluz Josef, DMD",(408) 287-4032,4.5,3,CA,696 E Santa Clara St,https://www.yelp.com/biz/villaluz-josef-dmd-san-jose-2,villaluz-josef-dmd-san-jose-2,95112
4583,General Dentistry,San Jose,US,Zarni Dental,(408) 258-2207,2.5,21,CA,266 N Jackson Ave - Ste 3,https://www.yelp.com/biz/zarni-dental-san-jose,zarni-dental-san-jose,95116
4584,General Dentistry,San Jose,US,"Trong T. Tran, DDS",(408) 292-5888,5.0,2,CA,88 Tully Rd - Ste 108,https://www.yelp.com/biz/trong-t-tran-dds-san-jose,trong-t-tran-dds-san-jose,95111
4585,General Dentistry,San Jose,US,"Kim Khauv, DDS",(408) 926-8446,5.0,3,CA,750 N Capitol Ave - Ste B5,https://www.yelp.com/biz/kim-khauv-dds-san-jose,kim-khauv-dds-san-jose,95122
4586,General Dentistry,San Jose,US,"Cervantes Rigoberto, DDS",(408) 298-4095,5.0,2,CA,626 E Santa Clara St,https://www.yelp.com/biz/cervantes-rigoberto-dds-san-jose,cervantes-rigoberto-dds-san-jose,95112
4587,General Dentistry | Oral Surgeons | Cosmetic Dentists,San Jose,US,Castillo Dental Group,(408) 254-8251,4.0,5,CA,3118 Story Rd - Castillo Dental Group,https://www.yelp.com/biz/castillo-dental-group-san-jose-2,castillo-dental-group-san-jose-2,95127
4588,General Dentistry,San Jose,US,Grand Century Dental,(408) 999-0480,2.0,26,CA,1111 Story Rd,https://www.yelp.com/biz/grand-century-dental-san-jose,grand-century-dental-san-jose,95122
4589,Family Practice | Dentists | Medical Centers,San Jose,US,Foothill Community Health Center,(408) 254-1800,3.5,7,CA,2380 Montpelier Dr - Ste 200-400,https://www.yelp.com/biz/foothill-community-health-center-san-jose-2,foothill-community-health-center-san-jose-2,95116
4590,General Dentistry,San Jose,US,"Nguyen Cao Tu, DDS",(408) 993-8624,3.0,14,CA,2114 Senter Rd - Ste 3,https://www.yelp.com/biz/nguyen-cao-tu-dds-san-jose,nguyen-cao-tu-dds-san-jose,95112
4591,Orthodontists | Pediatric Dentists,San Jose,US,Children's Dental Center and Big People Too,(408) 272-2720,2.0,26,CA,1155 N Capitol Ave - Ste 160,https://www.yelp.com/biz/childrens-dental-center-and-big-people-too-san-jose,childrens-dental-center-and-big-people-too-san-jose,95132
4592,General Dentistry,San Jose,US,New Age Dental Care,(408) 532-0452,3.0,9,CA,1569 Lexann Ave - Ste 116,https://www.yelp.com/biz/new-age-dental-care-san-jose,new-age-dental-care-san-jose,95121
4593,General Dentistry,San Jose,US,"Solanzo George, DDS",(408) 272-1141,4.0,4,CA,2664 Berryessa Rd,https://www.yelp.com/biz/solanzo-george-dds-san-jose,solanzo-george-dds-san-jose,95132
4594,Orthodontists | Cosmetic Dentists,San Jose,US,Blossom Hill Dental Center,(408) 363-8700,2.5,17,CA,704 Blossom Hill Rd - Ste 100,https://www.yelp.com/biz/blossom-hill-dental-center-san-jose,blossom-hill-dental-center-san-jose,95123
